index,DISTRICT_NAME,BLOCK_NAME,SANCTION_YEAR,IMS_PACKAGE_ID,IMS_ROAD_NAME,IMS_PAV_LENGTH,NQM_INSP_COUNT,NQM_GRADE,SQM_INSP_COUNT1,SQM_GRADE,DISCREPANCY,GRADE_DIFFER,INS_DIFFER,DISCREPANCY_LEVEL,DISCREPANCY_S
1070,Jahanabad,Jahanabad,2017-2018,BR14R366,L069-Mandil Sundarpur path to kaldi (TRACK65) ,2.03,0,3,2,0,0,3,2,0.0,0.0
1071,Jahanabad,Jahanabad,2019-2020,BR14P2R-03,L046-Tali kinari to Karaura Sikariya PWD Road via Ishi Bigha.,10.495,0,3,2,1,0,2,2,0.0,0.0
1072,Jahanabad,Kako,2016-2017,BR14R345,L023-DAMUHA ROAD TO BHATTAN BIGHA (TRACK17) ,0.644,0,3,1,1,0,2,1,0.0,0.0
1073,Jahanabad,Kako,2016-2017,BR14R346,L031-BARAWAN ROAD TO NARAWAN (TRACK6) ,2.14,0,3,1,1,0,2,1,0.0,0.0
1074,Jahanabad,Kako,2016-2017,BR14R347,L045-MURASA TO GUHIBIGHA (TRACK15) ,1.424,0,3,1,1,0,2,1,0.0,0.0
1075,Jahanabad,Kako,2016-2017,BR14R348,L098-Lodipur to Makhdumpur-ahra (TRACK80) ,1.86,0,3,1,1,0,2,1,0.0,0.0
1076,Jahanabad,Kako,2016-2017,BR14R349,L028-BARAWAN  ROAD TO PARKOTHIYA (TRACK3) ,1.303,0,3,2,0,0,3,2,0.0,0.0
1077,Jahanabad,Makhdumpur,2016-2017,BR14R350,L062-DANUBIGHA TO CHAMOBIGHA (TRACK53) ,0.704,0,3,1,0,0,3,1,0.0,0.0
1078,Jahanabad,Makhdumpur,2016-2017,BR14R351,L119-HADAIL MOD TO HADAIL (TRACK110) ,1.08,0,3,1,0,0,3,1,0.0,0.0
1079,Jahanabad,Makhdumpur,2016-2017,BR14R352,L069-MATOR KANAULIROAD TO PARADHI,1.844,0,3,1,1,0,2,1,0.0,0.0
1080,Jahanabad,Makhdumpur,2016-2017,BR14R357,L050-T02 ALUA BIGHA TO AMAPUR (TRACK5) ,3.578,0,3,1,1,0,2,1,0.0,0.0
1081,Jahanabad,Makhdumpur,2016-2017,BR14R358,L130-MALAHBIGHA ROAD TO HARIZANTOLI KUMARDIH,0.603,0,3,2,0,0,3,2,0.0,0.0
1082,Jahanabad,Makhdumpur,2016-2017,BR14R359,L078-CHARH TO SAHORACHAK (TRACK69) ,0.631,0,3,2,0,0,3,2,0.0,0.0
1083,Jahanabad,Makhdumpur,2016-2017,BR14R360,L100-PRABHAT NAGAR ALLAHGANJ ROAD TO PACHVAI,0.72,0,3,2,1,0,2,2,0.0,0.0
1084,Jahanabad,Makhdumpur,2018-2019,BR14R-369,L140-TEHTA DHAWPAR ROAD TO HERDAYBIGHA ,1.64,0,3,2,1,0,2,2,0.0,0.0
1085,Jahanabad,Makhdumpur,2018-2019,BR14R-370,L141-CHATR BOKNARI KHURD TO MISHAROLIYA,0.925,0,3,2,0,0,3,2,0.0,0.0
1086,Jahanabad,Makhdumpur,2018-2019,BR14R-371,L143-N.H.83 NEWARI ROAD TO MADHOPUR,0.515,0,3,3,0,0,3,3,0.0,0.0
1087,Jahanabad,Makhdumpur,2018-2019,BR14R-372,L144-TEHTA NEWARI ROAD (CHAR) TO MISARIPUR,1.09,0,3,2,0,0,3,2,0.0,0.0
1088,Jahanabad,Makhdumpur,2018-2019,BR14R-373,L146-T02 TO CHHAJOPUR,1.75,0,3,2,1,0,2,2,0.0,0.0
1089,Jahanabad,Makhdumpur,2018-2019,BR14R-374,L147-T05 BARABAR - KHARONA ROAD TO UPADAYA BIGHA,2.26,0,3,2,1,0,2,2,0.0,0.0
1090,Jahanabad,Makhdumpur,2018-2019,BR14R-375,L148-JAMANGANJ TO BUDDHU BIGHA,0.82,0,3,2,1,0,2,2,0.0,0.0
1091,Jahanabad,Makhdumpur,2018-2019,BR14R-376,L149-L0 36 TO SAHAY BIGHA,0.51,0,3,3,1,0,2,3,0.0,0.0
1092,Jahanabad,Makhdumpur,2018-2019,BR14R-377,L150-TEHTA BY PASS TO PURNABIGHA,0.501,0,3,2,1,0,2,2,0.0,0.0
1093,Jahanabad,Makhdumpur,2018-2019,BR14R-378,L158-TO4 -CHANDAI ROAD TO MALAH BIGHA,1.66,0,3,2,1,0,2,2,0.0,0.0
1094,Jahanabad,Makhdumpur,2018-2019,BR14R-379,L145-DHERABIGHA - BHADWAR ROAD TO DHAMNAPAR,2.065,0,3,2,1,0,2,2,0.0,0.0
1095,Jahanabad,Makhdumpur,2018-2019,BR14R-380,L152-PAI BIGHA TO DHANKI ROAD TO NARHANPAR,1.34,0,3,2,1,0,2,2,0.0,0.0
1096,Jahanabad,Makhdumpur,2022-2023,BR14P3R02,T13-T0 5 MAKHDUMPUR TO GULABGANJ,11.45,0,3,3,1,0,2,3,0.0,0.0
1097,Jahanabad,Modanganj,2016-2017,BR14R353,L021-T01 TO JAGDARI (TRACK3),2.255,0,3,1,0,0,3,1,0.0,0.0
1098,Jahanabad,Modanganj,2019-2020,BR14P2R-04,MRL05-CHANDHARIYA GOVINDPUR ROAD TO SADIPUR,8.79,0,3,2,1,0,2,2,0.0,0.0
1099,Jahanabad,Ratni Faridpur,2016-2017,BR14R361,L110-SAMMAT BIGHA TO KAJI CHAK (TRACK92) ,0.645,0,3,1,0,0,3,1,0.0,0.0
1100,Jahanabad,Ratni Faridpur,2016-2017,BR14R362,L028-SAKURABAD GHEJAN ROAD T04 TO MANPUR BALWA (TRACK17) ,1.581,0,3,2,0,0,3,2,0.0,0.0
1101,Jahanabad,Ratni Faridpur,2016-2017,BR14R363,L072-SHAKURABAD KURTHA HANUMAN MANDIR TO NARAYANPUR SCHOOL (TRACK55) ,0.719,0,3,1,2,0,1,1,0.0,0.0
1102,Jahanabad,Ratni Faridpur,2016-2017,BR14R364,T05-T0 2 TO UTTRAPATTI (VR4) ,0.511,0,3,2,0,0,3,2,0.0,0.0
1103,Jahanabad,Ratni Faridpur,2018-2019,BR14R-382,L145-Ghejan Paibigha Road to Nimbigha,0.505,0,3,2,0,0,3,2,0.0,0.0
1104,Jahanabad,Ratni Faridpur,2018-2019,BR14R-383,L142-Faridpur - Utrapatti road to Tajpur,0.515,0,3,2,1,0,2,2,0.0,0.0
1105,Jahanabad,Ratni Faridpur,2018-2019,BR14R-384,L137-Dhandihri to Marsanda,1.95,0,3,2,1,0,2,2,0.0,0.0
1106,Jahanabad,Ratni Faridpur,2018-2019,BR14R-385,L135-Lakhapur road to Ajaybigha,1.365,0,3,2,0,0,3,2,0.0,0.0
1107,Jahanabad,Ratni Faridpur,2018-2019,BR14R-386,L131-Shakurabad kurtha road to Bariyadih,0.74,0,3,2,0,0,3,2,0.0,0.0
1108,Jahanabad,Ratni Faridpur,2018-2019,BR14R-387,L130-Sesamba -Chagori road to Surmonachak,0.51,0,3,2,0,0,3,2,0.0,0.0
1109,Jahanabad,Ratni Faridpur,2018-2019,BR14R-388,L129-Kinjer - Kurtha road Khaira to Pathakbigha,1.67,0,3,3,0,0,3,3,0.0,0.0
1110,Jahanabad,Ratni Faridpur,2018-2019,BR14R-389,L128-NH110 Barheta Chhilka to Manhaganj,1.295,0,3,2,1,0,2,2,0.0,0.0
1111,Jahanabad,Ratni Faridpur,2018-2019,BR14R-390,L126-Meghubigha road to Changiri Mathiya,0.985,0,3,2,1,0,2,2,0.0,0.0
1112,Jahanabad,Ratni Faridpur,2019-2020,BR14P2R-05,MRL06-Shakurabad Kurtha RCD Road to Galimapur. ,5.48,0,3,2,2,0,1,2,0.0,0.0
1113,Jamui,Aliganj,2017-2018,BR15RC071,O-Islamnagar to Bhaluana Road,13.12,0,3,2,1,0,2,2,0.0,0.0
1114,Jamui,Barhat,2018-2019,BR15R416,L130-L093 road to Mohanpur Bariyarpur,1.104,0,3,1,1,0,2,1,0.0,0.0
1115,Jamui,Barhat,2018-2019,BR15R417,L133-L043  road to  Yadav tola ,0.6,0,3,1,1,0,2,1,0.0,0.0
1116,Jamui,Barhat,2018-2019,BR15R420,L126-ODR road  to Kusauna,1.206,0,3,1,1,0,2,1,0.0,0.0
1117,Jamui,Barhat,2018-2019,BR15R421,L131-L108 road to Ravidas tola Katouna ,0.5,0,3,1,1,0,2,1,0.0,0.0
1118,Jamui,Barhat,2018-2019,BR15R422,L135-ODR road  to Garauni ,1.035,0,3,2,0,0,3,2,0.0,0.0
1119,Jamui,Barhat,2018-2019,BR15R-466,L100-Jamui-Kharagpur PWD Road Paro More  to Lalmatia (VR100) ,0.0,0,3,1,1,0,2,1,0.0,0.0
1120,Jamui,Barhat,2019-2020,BR15P2R-01,L096-Kharagpur PWD  road to Badrout,4.0,0,3,2,1,0,2,2,0.0,0.0
1121,Jamui,Chakai,2016-2017,BR15340,L181-Saron baxila Road to Pipra (TRACK181) ,1.237,0,3,1,0,0,3,1,0.0,0.0
1122,Jamui,Chakai,2016-2017,BR15R337,L094-Near Garai To Hendla (TRACK72) ,3.7,0,3,2,1,0,2,2,0.0,0.0
1123,Jamui,Chakai,2016-2017,BR15R341,L178-Bone Road Satsala to Nagri (TRACK178) ,2.759,0,3,1,1,0,2,1,0.0,0.0
1124,Jamui,Chakai,2016-2017,BR15R343,L179-Ropai to Nodhia (TRACK179) ,2.67,0,3,1,1,0,2,1,0.0,0.0
1125,Jamui,Chakai,2016-2017,BR15R347,L176-Thakursarkarbala Road to Bhitiya (TRACK176) ,1.6,0,3,1,1,0,2,1,0.0,0.0
1126,Jamui,Chakai,2016-2017,BR15R349,L029-Mohanpur To Khonadahar (TRACK18) ,1.2,0,3,1,1,0,2,1,0.0,0.0
1127,Jamui,Chakai,2016-2017,BR15R351,L184-Chakai Saron Road to Dirangi (TRACK184) ,0.633,0,3,1,1,0,2,1,0.0,0.0
1128,Jamui,Chakai,2016-2017,BR15R352,L173-Pandedih to Kapsa (TRACK173) ,2.044,0,3,1,0,0,3,1,0.0,0.0
1129,Jamui,Chakai,2016-2017,BR15R353,L187-Chakai Giridih Road to Gopidih (TRACK187) ,1.389,0,3,1,1,0,2,1,0.0,0.0
1130,Jamui,Chakai,2016-2017,BR15R357,L166-Kiajori to Maharajdih (TRACK166) ,1.75,0,3,1,1,0,2,1,0.0,0.0
1131,Jamui,Chakai,2016-2017,BR15R358,L185-Giridih Road to Marwa (TRACK185) ,2.1,0,3,1,1,0,2,1,0.0,0.0
1132,Jamui,Chakai,2016-2017,BR15R359,L118-T02 To Andhadih (TRACK92) ,0.661,0,3,1,0,0,3,1,0.0,0.0
1133,Jamui,Chakai,2017-2018,BR15R385,L168-Chakai Deoghar Road to Jaruadih (TRACK168) ,0.844,0,3,1,0,0,3,1,0.0,0.0
1134,Jamui,Chakai,2017-2018,BR15R388,L120-Bamdah To Donta (VR94) ,6.308,0,3,1,1,0,2,1,0.0,0.0
1136,Jamui,Chakai,2017-2018,BR15RC074,CHAKAI- KIYAJORI BONE ROAD,22.18,0,3,1,1,0,2,1,0.0,0.0
1137,Jamui,Chakai,2018-2019,BR15R-423,L192-L031 Road to Ambatanr,2.666,0,3,2,1,0,2,2,0.0,0.0
1138,Jamui,Chakai,2018-2019,BR15R-424,L232-Nawadih to Jimatpur,0.812,0,3,1,1,0,2,1,0.0,0.0
1139,Jamui,Chakai,2018-2019,BR15R-426,L218-Near Durgatari L058 to Baijudih,3.609,0,3,2,1,0,2,2,0.0,0.0
1140,Jamui,Chakai,2018-2019,BR15R-431,L249-L039 Road to Darhwa Lower Tola,1.389,0,3,1,1,0,2,1,0.0,0.0
1141,Jamui,Chakai,2018-2019,BR15R-434,L234-L126 to Bisudah Lower Tola,0.59,0,3,1,0,0,3,1,0.0,0.0
1142,Jamui,Chakai,2018-2019,BR15R-435,L191-L031 to Gadjore,0.872,0,3,1,0,0,3,1,0.0,0.0
1143,Jamui,Chakai,2018-2019,BR15R-467,Near Heth Chakai - Pandedih,0.0,0,3,1,1,0,2,1,0.0,0.0
1144,Jamui,Chakai,2018-2019,BR15R-469,L058-T03 Mahamadia To Kalidih (TRACK42) ,0.0,0,3,1,2,0,1,1,0.0,0.0
1145,Jamui,Chakai,2018-2019,BR15RC076,Baisakitand (NH-333)- Simultala (NH-333A) Road,20.0,0,3,1,1,0,2,1,0.0,0.0
1146,Jamui,Chakai,2019-2020,BR15P2R-02,L126-Rajkarangarh To Bisodah (TRACK100),5.7,0,3,2,1,0,2,2,0.0,0.0
1147,Jamui,Chakai,2019-2020,BR15P2R-03,L127-Rajkarangarh to Tarun via Chargarha,4.15,0,3,3,1,0,2,3,0.0,0.0
1148,Jamui,Chakai,2019-2020,BR15RC204,O-Bamdah (NH 333) to Chihara- Bojhara-Rajadumar Road,40.904,0,3,1,1,0,2,1,0.0,0.0
1149,Jamui,Chakai,2019-2020,BR15RC210,Chakai-Basbuti-Patro River (Jharkhand Border) Road,16.12,0,3,2,1,0,2,2,0.0,0.0
1150,Jamui,Chakai,2019-2020,BR15RC211,Dulampur-Kiyajori-Gopidih (NH-333 ) Road,18.64,0,3,1,1,0,2,1,0.0,0.0
1151,Jamui,Chakai,2019-2020,BR15RC292,Chakai-Basbuti-Patro River (Jharkhand Border) Road,0.0,0,3,2,1,0,2,2,0.0,0.0
1152,Jamui,Chakai,2019-2020,BR15RC293,Chakai-Basbuti-Patro River (Jharkhand Border) Road,0.0,0,3,1,1,0,2,1,0.0,0.0
1153,Jamui,Chakai,2020-2021,BR15P3R01,"MRL08-Chakai-Giridih RCD Road near Ramtadih To Chakai-Giridih RCD Road near Simariya via Katahra, Mahtodih, Chatro, Belkhari,  Rahima",5.42,0,3,4,1,0,2,4,0.0,0.0
1154,Jamui,Chakai,2020-2021,BR15P3R02,MRL18-Madhopur-Lahaban Road To Tinchuhiya via Sirsa,7.751,0,3,4,1,0,2,4,0.0,0.0
1155,Jamui,Chakai,2020-2021,BR15R-476,Noniyatan -  Bishanpur,0.0,0,3,2,1,0,2,2,0.0,0.0
1156,Jamui,Chakai,2020-2021,BR15R-477,L072-Basbutia To Gajahi (TRACK54) ,0.0,0,3,2,1,0,2,2,0.0,0.0
1157,Jamui,Chakai,2020-2021,BR15R-478,L071-Ghutiari To Naiadih (TRACK53) ,0.0,0,3,2,1,0,2,2,0.0,0.0
1158,Jamui,Chakai,2020-2021,BR15R-479,L066-Karhi To Pachuadih (TRACK48) ,0.0,0,3,1,1,0,2,1,0.0,0.0
1159,Jamui,Chakai,2020-2021,BR15R-480,L109-Banarbhguaa To Barmasia (TRACK85),0.0,0,3,2,1,0,2,2,0.0,0.0
1160,Jamui,Chakai,2020-2021,BR15R-481,L080-Baljori To Kasjor (TRACK60) ,0.0,0,3,1,1,0,2,1,0.0,0.0
1161,Jamui,Chakai,2020-2021,BR15R-482,L069-rangania To Binjhi (TRACK51) ,0.0,0,3,1,1,0,2,1,0.0,0.0
1162,Jamui,Chakai,2020-2021,BR15R-483,L070-ghutiari To Dalridih (TRACK52) ,0.0,0,3,1,1,0,2,1,0.0,0.0
1163,Jamui,Chakai,2020-2021,BR15R-484,L021-Asanghatia To Babudih (TRACK10) ,0.0,0,3,1,1,0,2,1,0.0,0.0
1164,Jamui,Chakai,2020-2021,BR15R-485,L130-Gondalbari To Banadih (TRACK104) ,0.0,0,3,2,1,0,2,2,0.0,0.0
1165,Jamui,Chakai,2020-2021,BR15R-486,L099-T05 To Behra (TRACK77) ,0.0,0,3,2,1,0,2,2,0.0,0.0
1166,Jamui,Chakai,2020-2021,BR15R-487,L101-Khaschakai To Garhi (TRACK79),0.0,0,3,1,1,0,2,1,0.0,0.0
1167,Jamui,Chakai,2020-2021,BR15R-488,L101-Khaschakai To Garhi (TRACK79),0.0,0,3,1,1,0,2,1,0.0,0.0
1168,Jamui,Chakai,2020-2021,BR15R-489,L101-Khaschakai To Garhi (TRACK79),0.0,0,3,2,1,0,2,2,0.0,0.0
1169,Jamui,Chakai,2020-2021,BR15R-490,T05-Pojha To Patharia (TRACK6) ,0.0,0,3,2,1,0,2,2,0.0,0.0
1170,Jamui,Chakai,2020-2021,BR15R-491,T05-Pojha To Patharia (TRACK6) ,0.0,0,3,2,1,0,2,2,0.0,0.0
1171,Jamui,Chakai,2020-2021,BR15R-492,T05-Pojha To Patharia (TRACK6) ,0.0,0,3,2,1,0,2,2,0.0,0.0
1172,Jamui,Chakai,2020-2021,BR15R-493,T05-Pojha To Patharia (TRACK6) ,0.0,0,3,2,1,0,2,2,0.0,0.0
1173,Jamui,Chakai,2020-2021,BR15R-494,T05-Pojha To Patharia (TRACK6) ,0.0,0,3,1,1,0,2,1,0.0,0.0
1174,Jamui,Chakai,2020-2021,BR15R-495,T05-Pojha To Patharia (TRACK6) ,0.0,0,3,2,1,0,2,2,0.0,0.0
1175,Jamui,Chakai,2020-2021,BR15R-496,L085-Near gopidih To Basmata (VR65) ,0.0,0,3,1,1,0,2,1,0.0,0.0
1176,Jamui,Chakai,2020-2021,BR15R-497,L028-Karna To Basbutia (TRACK17) ,0.0,0,3,2,0,0,3,2,0.0,0.0
1177,Jamui,Chakai,2020-2021,BR15R-498,L105-Matedih To Pararia (TRACK82) ,0.0,0,3,2,2,0,1,2,0.0,0.0
1178,Jamui,Chakai,2020-2021,BR15R-499,L165-Kailidih to Durgatari (TRACK165) ,0.0,0,3,2,1,0,2,2,0.0,0.0
1179,Jamui,Gidhaur,2016-2017,BR15R360,L100-Simariaya PMGSY To Geruadih (TRACK22) ,0.533,0,3,1,0,0,3,1,0.0,0.0
1180,Jamui,Gidhaur,2017-2018,BR15R389,L032-Gidhour Moura PMGSY Road Dhaniya Thika More To Germajarua Tola Maura (TRACK4) ,3.288,0,3,2,1,0,2,2,0.0,0.0
1181,Jamui,Gidhaur,2017-2018,BR15R390,L029-Gidhour Railway Station Via Nichli Sewa Tharghatiya Ramakurwa To Genadih (VR14) ,2.758,0,3,1,1,0,2,1,0.0,0.0
1182,Jamui,Gidhaur,2017-2018,BR15RCO73,O-Kenuhat Ratanpur Road to Ladumba via Guguldih Kewal Road,10.241,0,3,1,1,0,2,1,0.0,0.0
1183,Jamui,Jamui,2019-2020,BR15P2R-04,L077-Jamui singarpur road to Gidhour via Dabil,10.523,0,3,2,1,0,2,2,0.0,0.0
1184,Jamui,Jamui,2022-2023,BR15P3R03,T06-T03 to L799 (MDR),5.091,0,3,1,1,0,2,1,0.0,0.0
1185,Jamui,Jamui,2022-2023,BR15RC347,O-Kundar Baraj to Madawa via Dighoy Rajpur Mahadalit tola Road,8.0,0,3,7,1,0,2,7,0.0,0.0
1186,Jamui,Jamui,2022-2023,BR15RC348,O-Jamui Polytechnic Road to Katauna NH-33 via. Sikariya Road,7.0,0,3,5,1,0,2,5,0.0,0.0
1190,Jamui,Jamui,2022-2023,BR15RC351,O-SH-18 km 30.80(Dhand) to Kundar baraj Via Sonay and Madan ,12.0,0,3,7,1,0,2,7,0.0,0.0
1191,Jamui,Jhajha,2013-2014,BR15R196,L056-Asta To Kathautia Kalan (TRACK42),1.301,0,3,1,1,0,2,1,0.0,0.0
1192,Jamui,Jhajha,2013-2014,BR15R206,L049-Narganjo To Jurpania (TRACK35),8.969,0,3,2,0,0,3,2,0.0,0.0
1193,Jamui,Jhajha,2016-2017,BR15R363,L139-Tarakura More via Tarakura village  To  Raja bathan (TRACK93) ,1.888,0,3,1,1,0,2,1,0.0,0.0
1194,Jamui,Jhajha,2016-2017,BR15R367,L161-jhajha parasi reo road to dom toli via tatawadih (VR104) ,3.332,0,3,1,0,0,3,1,0.0,0.0
1195,Jamui,Jhajha,2016-2017,BR15R370,L143-PMGSY kusauna Road To Thakurwatari (TRACK96) ,1.198,0,3,1,1,0,2,1,0.0,0.0
1196,Jamui,Jhajha,2016-2017,BR15R371,L144-From Dadpur Borwa  Bholadih More To Bholadih Village (TRACK97) ,1.386,0,3,1,1,0,2,1,0.0,0.0
1197,Jamui,Jhajha,2017-2018,BR15R394,L086-Dadpur Borwa Rd.To Salga (TRACK70) ,2.217,0,3,1,1,0,2,1,0.0,0.0
1198,Jamui,Jhajha,2017-2018,BR15R395,L087-Dadpur Borwa Rd. To Chaporia (TRACK71) ,0.617,0,3,1,1,0,2,1,0.0,0.0
1199,Jamui,Jhajha,2017-2018,BR15R397,L153-Madhua Tilwaria PMGSY Rd. To Kenuatanr (TRACK106) ,1.603,0,3,1,1,0,2,1,0.0,0.0
1200,Jamui,Jhajha,2017-2018,BR15R406,L145-lahaban Patharchaki Main Road To Manjhiakura (TRACK98) ,1.071,0,3,1,1,0,2,1,0.0,0.0
1201,Jamui,Jhajha,2018-2019,BR15R-436,L172-Bhelbhinda Balapandar to Yadav Tola L084,0.605,0,3,1,1,0,2,1,0.0,0.0
1202,Jamui,Jhajha,2018-2019,BR15R-437,L169-Tumbapahar PMGSY Road to Lower Tola L058,1.424,0,3,1,1,0,2,1,0.0,0.0
1203,Jamui,Jhajha,2018-2019,BR15R-438,L180-Dhandhri Kanaudi Road to Harijan Tola L037,0.589,0,3,1,1,0,2,1,0.0,0.0
1204,Jamui,Jhajha,2018-2019,BR15R-439,L178-Sansarpur Siyatnar PMGSY Road to Titchak Lo42 ,1.026,0,3,2,0,0,3,2,0.0,0.0
1205,Jamui,Jhajha,2018-2019,BR15R-471,L032-Near Borwa To Pananwa (TRACK18) ,0.0,0,3,1,2,0,1,1,0.0,0.0
1206,Jamui,Jhajha,2019-2020,BR15P2R-05,L021-Dwarpahari to Lalpairo via burhikhar Sahia Banjama,10.298,0,3,2,0,0,3,2,0.0,0.0
1208,Jamui,Jhajha,2019-2020,BR15RC209,O-Narganjo (Railway Station) Borwa-Bhikha Chukijhore- Pargaha Road,35.58,1,1,0,3,0,2,1,0.0,0.0
1209,Jamui,Jhajha,2019-2020,BR15RC271,O-Narganjo (Railway Station) Borwa-Bhikha Chukijhore- Pargaha Road,0.0,0,3,1,1,0,2,1,0.0,0.0
1210,Jamui,Jhajha,2019-2020,BR15RC287,Jhajha- Parasi-Amkoliya-Dudhrwara-Jurpania-Gayanbathan-Golnitand Road,0.0,0,3,2,1,0,2,2,0.0,0.0
1211,Jamui,Jhajha,2019-2020,BR15RC288,Jhajha- Parasi-Amkoliya-Dudhrwara-Jurpania-Gayanbathan-Golnitand Road,0.0,1,1,0,3,0,2,1,0.0,0.0
1212,Jamui,Jhajha,2020-2021,BR15R-500,Satighat  - Belfan via Tetaria Khud,0.0,0,3,2,1,0,2,2,0.0,0.0
1213,Jamui,Jhajha,2020-2021,BR15R-501,L052-Near Pipra To Dudharwa (TRACK38) ,0.0,0,3,2,1,0,2,2,0.0,0.0
1214,Jamui,Jhajha,2020-2021,BR15R-502,L096-Near nakti dam Main Road To ghutia (VR81) ,0.0,0,3,2,1,0,2,2,0.0,0.0
1215,Jamui,Jhajha,2020-2021,BR15R-503,L049-Narganjo To Jurpania (TRACK35) ,0.0,0,3,2,0,0,3,2,0.0,0.0
1216,Jamui,Jhajha,2020-2021,BR15R-504,L049-Narganjo To Jurpania (TRACK35) ,0.0,0,3,2,1,0,2,2,0.0,0.0
1217,Jamui,Khaira,2008-2009,BR-15R-066,Jamui Kweakol Road - Jagatpur,2.732,0,3,1,0,0,3,1,0.0,0.0
1218,Jamui,Khaira,2013-2014,BR15R316,L090-PMGSY road Jhundo to Amarwa Yadav tola (TRACK90),1.5,0,3,1,1,0,2,1,0.0,0.0
1219,Jamui,Khaira,2013-2014,BR15R318,L087-Nim Nawada suwerkar road Purnijhitti to Laxmipur (TRACK87),0.85,0,3,1,1,0,2,1,0.0,0.0
1220,Jamui,Khaira,2013-2014,BR15R323,L083-Khaira Sono road Hardimore to Simra (TRACK83),0.85,0,3,1,1,0,2,1,0.0,0.0
1221,Jamui,Khaira,2018-2019,BR15R440,L093-L025 road to Beldaria ,0.626,0,3,1,1,0,2,1,0.0,0.0
1222,Jamui,Khaira,2018-2019,BR15R442,L097-T03 road to  Baidhdih,1.105,0,3,3,0,0,3,3,0.0,0.0
1223,Jamui,Khaira,2018-2019,BR15R443,L099-T02 road  to Sogra,0.778,0,3,1,1,0,2,1,0.0,0.0
1224,Jamui,Khaira,2018-2019,BR15R445,L104-L035 road  to Taratanr,2.023,0,3,1,1,0,2,1,0.0,0.0
1225,Jamui,Khaira,2018-2019,BR15R446,L105-T03 road  to Bajpayeedih ,0.507,0,3,1,1,0,2,1,0.0,0.0
1226,Jamui,Khaira,2018-2019,BR15R-472,L031-Jamui Kauwakol to Jagatpur Azadnagar Islamnagar (VR31) ,0.0,0,3,2,1,0,2,2,0.0,0.0
1227,Jamui,Khaira,2018-2019,BR15R-473,L023-Maongobandar to Tola Kewal Fariyatta (VR23) ,0.0,0,3,1,1,0,2,1,0.0,0.0
1228,Jamui,Khaira,2019-2020,BR15P2R-06,L503-L503  Fariyata to Devpur Sonel Dahua-Jhundo road,3.987,0,3,2,1,0,2,2,0.0,0.0
1229,Jamui,Khaira,2019-2020,BR15RC201,Laldaiya-Bhimain-Chapri-Bhojayat-Mohgain-Raksha Chowk Road (Laldaiya at SH-82 and Raksa Chowk at NH-333).,38.392,0,3,1,1,0,2,1,0.0,0.0
1230,Jamui,Khaira,2019-2020,BR15RC206,O-Badhibagh To Mangobandar (Hardi To Moh),9.57,0,3,2,1,0,2,2,0.0,0.0
1231,Jamui,Khaira,2019-2020,BR15RC277,Laldaiya-Bhimain-Chapri-Bhojayat-Mohgain-Raksha Chowk Road (Laldaiya at SH-82 and Raksa Chowk at NH-333).,0.0,0,3,1,1,0,2,1,0.0,0.0
1232,Jamui,Khaira,2019-2020,BR15RC278,Laldaiya-Bhimain-Chapri-Bhojayat-Mohgain-Raksha Chowk Road (Laldaiya at SH-82 and Raksa Chowk at NH-333).,0.0,0,3,1,1,0,2,1,0.0,0.0
1234,Jamui,Laxmipur,2013-2014,15RRP-56,L087-Jamui Kharagpur road to Adwaria (TRACK87),5.4,1,1,0,3,0,2,1,0.0,0.0
1235,Jamui,Laxmipur,2016-2017,BR15R336,L092-Jamui Kharagpur PWD road L062 to Gobardaha (TRACK92) ,1.5,0,3,1,1,0,2,1,0.0,0.0
1236,Jamui,Laxmipur,2016-2017,BR15R372,L062-Kharagpur Jamui PWD road to Latehara Musahari tola (TRACK62) ,3.5,0,3,2,1,0,2,2,0.0,0.0
1237,Jamui,Laxmipur,2016-2017,BR15R373,L117-Kohbarba Jhajha road Paswan tola to Musahari (TRACK117) ,0.6,0,3,1,2,0,1,1,0.0,0.0
1238,Jamui,Laxmipur,2018-2019,BR15R447,L123-L080  to Harijan tola Barmania,0.615,0,3,2,1,0,2,2,0.0,0.0
1239,Jamui,Laxmipur,2018-2019,BR15R449,L135- L021 road  to Singhumarhar via Jharna,4.525,0,3,1,0,0,3,1,0.0,0.0
1240,Jamui,Laxmipur,2018-2019,BR15R450,L137-T02 road to Basmatta ,1.468,0,3,1,1,0,2,1,0.0,0.0
1241,Jamui,Laxmipur,2018-2019,BR15R451,L140-T03 road to Dhasanama ,0.808,0,3,1,1,0,2,1,0.0,0.0
1242,Jamui,Laxmipur,2018-2019,BR15R453,L143-T03  road to Gosai tola ,0.753,0,3,2,1,0,2,2,0.0,0.0
1243,Jamui,Laxmipur,2018-2019,BR15R454,L136-T01 road to Musahari ,1.002,0,3,1,1,0,2,1,0.0,0.0
1244,Jamui,Laxmipur,2018-2019,BR15R455,L139-L059 road  to Paswan tola,1.202,0,3,2,1,0,2,2,0.0,0.0
1245,Jamui,Laxmipur,2018-2019,BR15R456,L144-L025 to Gadi Mangrar Musahari ,0.72,0,3,2,1,0,2,2,0.0,0.0
1246,Jamui,Laxmipur,2019-2020,BR15P2R-07,L027-Kohbarba More Katahara river road to Domamarhar,4.343,0,3,2,1,0,2,2,0.0,0.0
